conversation_id_str,created_at,full_text,in_reply_to_screen_name,lang,retweet_count,tweet_url,user_id_str,username,label_pakar,full_text_bersih,text_clean,text_normal,text_stopword,text_stemmed,skor_sentimen,label_sentimen,label_otomatis,label_prediksi_nb,label_prediksi_svm
2.04757e+18,2026-04-24T06:57:06.000Z,"Damkar Kutai Timur Evakuasi Buaya Di Parit Warga, Aksi Sigap Petugas Tuai Pujian â€¼

Aksi cepat petugas pemadam kebakaran di Kutai Timur, Kalimantan Timur, mendapat apresiasi luas dari warganet setelah berhasil mengevakuasi seekor buaya yang muncul di parit permukiman warga. https://t.co/bZPkol3Gwo",,in,25,https://x.com/RadioElshinta/status/2047570510213726573,121640063.0,RadioElshinta,positif,"Damkar Kutai Timur Evakuasi Buaya Di Parit Warga, Aksi Sigap Petugas Tuai Pujian â€¼

Aksi cepat petugas pemadam kebakaran di Kutai Timur, Kalimantan Timur, mendapat apresiasi luas dari warganet setelah berhasil mengevakuasi seekor buaya yang muncul di parit permukiman warga. https://t.co/bZPkol3Gwo",damkar kutai timur evakuasi buaya di parit warga aksi sigap petugas tuai pujian aksi cepat petugas pemadam kebakaran di kutai timur kalimantan timur mendapat apresiasi luas dari warganet setelah berhasil mengevakuasi seekor buaya yang muncul di parit permukiman warga,damkar kutai timur evakuasi buaya di parit warga aksi sigap petugas tuai pujian aksi cepat petugas pemadam kebakaran di kutai timur kalimantan timur mendapat apresiasi luas dari warganet setelah berhasil mengevakuasi seekor buaya yang muncul di parit permukiman warga,damkar kutai timur evakuasi buaya parit warga aksi sigap petugas tuai pujian aksi cepat petugas pemadam kebakaran kutai timur kalimantan timur mendapat apresiasi luas warganet setelah berhasil mengevakuasi seekor buaya muncul parit permukiman warga,damkar kuta timur evakuas buaya parit warga aks sigap tugas tua pujian aks cepat tugas madam bakaran kuta timur kalimantan timur ndapat apresias luas warganet sete berhasil ngevakuas seekor buaya muncul parit rmukiman warga,2,positif,positif,positif,positif
2.05189e+18,2026-05-06T05:19:47.000Z,"Kafe di Jalan Kuini Pekanbaru Terbakar, Damkar Kerahkan Lima Mobil Pemadam https://t.co/6YHEiaSayu",,in,0,https://x.com/GoRiauCom/status/2051894676832358443,1632918924.0,GoRiauCom,positif,"Kafe di Jalan Kuini Pekanbaru Terbakar, Damkar Kerahkan Lima Mobil Pemadam https://t.co/6YHEiaSayu",kafe di jalan kuini pekanbaru terbakar damkar kerahkan lima mobil pemadam,kafe di jalan kuini pekanbaru terbakar damkar kerahkan lima mobil pemadam,kafe jalan kuini pekanbaru terbakar damkar kerahkan lima mobil pemadam,kafe jalan kuin kanbaru bakar damkar rah lima mobil madam,-1,negatif,negatif,positif,positif
2.04967e+18,2026-04-30T01:46:39.000Z,"Seorang petugas kebersihan MRT jadi sorotan setelah terekam mengikuti gerakan senam dari atas area fasilitas. 

Saat itu, petugas pemadam kebakaran sedang melakukan latihan kebugaran di bawah stasiun.

Dalam video yang beredar, pria tersebut terlihat menirukan gerakan dengan https://t.co/0VPZoQsMVg",,in,2,https://x.com/inilahdotcom/status/2049666711096627287,46693036.0,inilahdotcom,netral,"Seorang petugas kebersihan MRT jadi sorotan setelah terekam mengikuti gerakan senam dari atas area fasilitas. 

Saat itu, petugas pemadam kebakaran sedang melakukan latihan kebugaran di bawah stasiun.

Dalam video yang beredar, pria tersebut terlihat menirukan gerakan dengan https://t.co/0VPZoQsMVg",seorang petugas kebersihan mrt jadi sorotan setelah terekam mengikuti gerakan senam dari atas area fasilitas saat itu petugas pemadam kebakaran sedang melakukan latihan kebugaran di bawah stasiun dalam video yang beredar pria tersebut terlihat menirukan gerakan dengan,seorang petugas kebersihan mrt jadi sorotan setelah terekam mengikuti gerakan senam dari atas area fasilitas saat itu petugas pemadam kebakaran sedang melakukan latihan kebugaran di bawah stasiun dalam video yang beredar pria tersebut terlihat menirukan gerakan dengan,seorang petugas kebersihan mrt jadi sorotan setelah terekam mengikuti gerakan senam atas area fasilitas saat petugas pemadam kebakaran sedang melakukan latihan kebugaran bawah stasiun video beredar pria tersebut terlihat menirukan gerakan,seorang tugas bersihan mrt jad sorotan sete ekam ngikut gera senam atas area fasilitas saat tugas madam bakaran sedang laku latihan bugaran bawah stasiun video beredar pria sebut lihat niru gera,0,netral,netral,positif,positif
2.05346e+18,2026-05-10T13:06:02.000Z,Duh mas mas damkar itu ko manis.,,in,0,https://x.com/centang2biru/status/2053461563575779350,1.68288e+18,centang2biru,positif,Duh mas mas damkar itu ko manis.,duh mas mas damkar itu ko manis,duh mas mas damkar itu ko manis,duh mas mas damkar ko manis,duh mas mas damkar ko manis,0,netral,netral,positif,positif
2.05329e+18,2026-05-11T03:24:23.000Z,"@RagilSemar Yg berdiri bersama rakyat hanyalah petugas Damkar.

#Ngik",RagilSemar,in,0,https://x.com/HumorJonTampan/status/2053677573591433470,257090687.0,HumorJonTampan,positif,"@RagilSemar Yg berdiri bersama rakyat hanyalah petugas Damkar.

#Ngik",yg berdiri bersama rakyat hanyalah petugas damkar ngik,yang berdiri bersama rakyat hanyalah petugas damkar ngik,berdiri bersama rakyat hanyalah petugas damkar ngik,berdir bersama rakyat hanya tugas damkar ngik,0,netral,netral,positif,positif
2.05254e+18,2026-05-08T00:04:37.000Z,"Masih pagi lhoo padahal, udh dar der dor aja, untung damkar deket rumah ðŸ˜­ðŸ˜­ https://t.co/fplFMoVlUH",,in,0,https://x.com/Pacinggembul22/status/2052540137624752588,1.25684e+18,Pacinggembul22,positif,"Masih pagi lhoo padahal, udh dar der dor aja, untung damkar deket rumah ðŸ˜­ðŸ˜­ https://t.co/fplFMoVlUH",masih pagi lhoo padahal udh dar der dor aja untung damkar deket rumah,masih pagi lhoo padahal sudah dar der dor aja untung damkar deket rumah,masih pagi lhoo padahal dar der dor aja untung damkar deket rumah,masih pag lhoo padahal dar der dor aja untung damkar deket rumah,1,positif,positif,positif,positif
2.05312e+18,2026-05-10T07:37:56.000Z,@itszweedy Harusnya bangun kantor damkar sebelahnya istana ðŸ˜­,itszweedy,in,0,https://x.com/Ini__Mimi/status/2053378991562870906,7.56643e+17,Ini__Mimi,positif,@itszweedy Harusnya bangun kantor damkar sebelahnya istana ðŸ˜­,harusnya bangun kantor damkar sebelahnya istana,harusnya bangun kantor damkar sebelahnya istana,harusnya bangun kantor damkar sebelahnya istana,harus bangun kantor damkar sebelah istana,0,netral,netral,positif,positif
2.0534e+18,2026-05-10T09:32:29.000Z,@kaptentro sudah saatnya panggil damkar untuk padamkan,kaptentro,in,0,https://x.com/skyyblueeue/status/2053407821543461107,1.87066e+18,skyyblueeue,positif,@kaptentro sudah saatnya panggil damkar untuk padamkan,sudah saatnya panggil damkar untuk padamkan,sudah saatnya panggil damkar untuk padamkan,saatnya panggil damkar padamkan,saat panggil damkar padam,0,netral,netral,positif,positif
2.05346e+18,2026-05-10T13:25:55.000Z,@langitluruh Ada lewat kak ini di time line aku. Kalau mau rame lagi aku panggil user damkar kak ðŸ˜‚,langitluruh,in,0,https://x.com/LeeMineral03/status/2053466563689488576,2.05287e+18,LeeMineral03,netral,@langitluruh Ada lewat kak ini di time line aku. Kalau mau rame lagi aku panggil user damkar kak ðŸ˜‚,ada lewat kak ini di time line aku kalau mau rame lagi aku panggil user damkar kak,ada lewat kak ini di time line saya kalau mau rame lagi saya panggil user damkar kak,ada lewat kak time line kalau mau rame lagi panggil user damkar kak,ada lewat kak time line kalau mau rame lag panggil user damkar kak,0,netral,netral,positif,positif
2.05155e+18,2026-05-05T13:43:30.000Z,"@WatchmenID saya malah kasihan, karena tiap hari harus ngangkat selang damkar. berat.",WatchmenID,in,0,https://x.com/enasdhuhri/status/2051659052590235823,324628717.0,enasdhuhri,positif,"@WatchmenID saya malah kasihan, karena tiap hari harus ngangkat selang damkar. berat.",saya malah kasihan karena tiap hari harus ngangkat selang damkar berat,saya malah kasihan karena tiap hari harus ngangkat selang damkar berat,malah kasihan karena tiap hari harus ngangkat selang damkar berat,ma kasihan karena tiap har harus ngangkat selang damkar berat,0,netral,netral,positif,positif
2.05268e+18,2026-05-08T11:32:47.000Z,@pjwapr coba panggil damkar aja kalo nyangkutðŸš¶â€â™€ï¸ðŸš¶â€â™€ï¸ðŸš¶â€â™€ï¸,pjwapr,in,0,https://x.com/cokelouve/status/2052713320839549120,1.48084e+18,cokelouve,positif,@pjwapr coba panggil damkar aja kalo nyangkutðŸš¶â€â™€ï¸ðŸš¶â€â™€ï¸ðŸš¶â€â™€ï¸,coba panggil damkar aja kalo nyangkut,coba panggil damkar aja kalau nyangkut,coba panggil damkar aja kalau nyangkut,coba panggil damkar aja kalau nyangkut,0,netral,netral,positif,positif
